"Prebivalstvo po: STAROST, SPOL , POLLETJE"

"0 let"
" ";"Moški"
" ";" ";"2011H2";15302
" ";" ";"2012H2";15224
" ";" ";"2013H2";15048
" ";" ";"2014H2";15495
" ";" ";"2015H2";15654
"50 let"
" ";"Moški"
" ";" ";"2010H2";15650
" ";" ";"2011H2";15430
" ";" ";"2012H2";16059
" ";" ";"2013H2";15810
" ";" ";"2014H2";15630
" ";" ";"2015H2";15821
" ";"Ženske"
" ";" ";"2010H2";15031
" ";" ";"2011H2";15228
" ";" ";"2012H2";15267
" ";" ";"2013H2";15178
" ";" ";"2014H2";15023
" ";" ";"2015H2";15463
"51 let"
" ";"Moški"
" ";" ";"2010H2";15698
" ";" ";"2011H2";15558
" ";" ";"2012H2";15362
" ";" ";"2013H2";15979
" ";" ";"2014H2";15793
" ";" ";"2015H2";15547
" ";"Ženske"
" ";" ";"2010H2";14823
" ";" ";"2011H2";15005
" ";" ";"2012H2";15193
" ";" ";"2013H2";15234
" ";" ";"2014H2";15147
" ";" ";"2015H2";14992
"52 let"
" ";"Moški"
" ";" ";"2010H2";15259
" ";" ";"2011H2";15578
" ";" ";"2012H2";15451
" ";" ";"2013H2";15268
" ";" ";"2014H2";15869
" ";" ";"2015H2";15696
" ";"Ženske"
" ";" ";"2010H2";14936
" ";" ";"2011H2";14792
" ";" ";"2012H2";14948
" ";" ";"2013H2";15151
" ";" ";"2014H2";15186
" ";" ";"2015H2";15127
"53 let"
" ";"Moški"
" ";" ";"2010H2";16210
" ";" ";"2011H2";15144
" ";" ";"2012H2";15494
" ";" ";"2013H2";15368
" ";" ";"2014H2";15151
" ";" ";"2015H2";15775
" ";"Ženske"
" ";" ";"2010H2";15473
" ";" ";"2011H2";14902
" ";" ";"2012H2";14734
" ";" ";"2013H2";14899
" ";" ";"2014H2";15113
" ";" ";"2015H2";15145
"54 let"
" ";"Moški"
" ";" ";"2010H2";16081
" ";" ";"2011H2";16100
" ";" ";"2012H2";15013
" ";" ";"2013H2";15406
" ";" ";"2014H2";15295
" ";" ";"2015H2";15085
" ";"Ženske"
" ";" ";"2010H2";15376
" ";" ";"2011H2";15435
" ";" ";"2012H2";14855
" ";" ";"2013H2";14686
" ";" ";"2014H2";14834
" ";" ";"2015H2";15071
"55 let"
" ";"Moški"
" ";" ";"2010H2";16212
" ";" ";"2011H2";15937
" ";" ";"2012H2";15939
" ";" ";"2013H2";14889
" ";" ";"2014H2";15306
" ";" ";"2015H2";15180
" ";"Ženske"
" ";" ";"2010H2";15561
" ";" ";"2011H2";15330
" ";" ";"2012H2";15379
" ";" ";"2013H2";14797
" ";" ";"2014H2";14647
" ";" ";"2015H2";14794
"56 let"
" ";"Moški"
" ";" ";"2010H2";15623
" ";" ";"2011H2";16056
" ";" ";"2012H2";15792
" ";" ";"2013H2";15802
" ";" ";"2014H2";14786
" ";" ";"2015H2";15200
" ";"Ženske"
" ";" ";"2010H2";14816
" ";" ";"2011H2";15512
" ";" ";"2012H2";15242
" ";" ";"2013H2";15301
" ";" ";"2014H2";14745
" ";" ";"2015H2";14584
"57 let"
" ";"Moški"
" ";" ";"2010H2";15871
" ";" ";"2011H2";15465
" ";" ";"2012H2";15893
" ";" ";"2013H2";15657
" ";" ";"2014H2";15669
" ";" ";"2015H2";14666
" ";"Ženske"
" ";" ";"2010H2";14935
" ";" ";"2011H2";14756
" ";" ";"2012H2";15430
" ";" ";"2013H2";15137
